iso3c,year,country_name,v2exl_legitideol,v2exl_legitideolcr_0,v2exl_legitideolcr_1,v2exl_legitideolcr_2,v2exl_legitideolcr_3,v2exl_legitideolcr_4,top_ideology,nationalism,country,iso2c,wdi_prop_less_2_usd_day,wdi_gdppc_nominal,wdi_gdppc_ppp,wdi_urban_population_pct,wdi_urban_pop_1m_cities_pct,wdi_gini_index,wdi_life_expectancy_at_birth,wdi_pop_over_65,wdi_pop_under_15,wdi_population,corruption,regime_use_of_ideology_measure,ideology_is_nationalist_percent_of_experts,ideology_is_socialist_or_communist_percent_of_experts,ideology_is_restorative_or_conservative_percent_of_experts,ideology_is_separatist_or_autonomist_percent_of_experts,ideology_is_religious_percent_of_experts
AZE,2022,Azerbaijan,1.914,0.875,0.125,0.375,0,0,nationalist,3.73398804440649,Azerbaijan,AZ,NA,5387.99797495383,15854.5508382533,56.776,23.3856230425883,NA,NA,6.71658622444389,23.9249531076917,10137750,77,1.914,0.875,0.125,0.375,0,0
BDI,1916,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1917,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1918,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1919,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1920,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1921,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1922,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1923,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1924,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1925,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1926,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1927,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1928,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1929,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1930,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1931,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1932,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1933,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1934,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1935,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1936,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1937,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1938,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1939,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1940,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1941,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1942,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1943,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1944,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1945,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1946,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1947,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1948,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1949,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1950,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1951,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1952,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1953,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1954,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1955,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1956,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1957,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1958,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1959,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1960,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,Burundi,BI,NA,71.3602242458753,NA,2.077,NA,NA,43.024,3.1777698286353,44.8175626290788,2746628,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1961,Burundi,-1.249,0.5,0.5,0.5,0.167,0,nationalist,1.4830629091944207,Burundi,BI,NA,72.0887821327769,NA,2.115,NA,NA,43.252,3.1847612148201,44.8457326909265,2815972,NA,-1.249,0.5,0.5,0.5,0.167,0
BDI,1962,Burundi,-1.2,0.5,0.5,0.5,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,73.9420079947413,NA,2.154,NA,NA,43.441,3.19687427973659,44.8997947460318,2887398,NA,-1.2,0.5,0.5,0.5,0.333,0
BDI,1963,Burundi,-1.2,0.5,0.5,0.5,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,78.9482692944993,NA,2.193,NA,NA,43.718,3.21632423237422,45.1158657217747,2948133,NA,-1.2,0.5,0.5,0.5,0.333,0
BDI,1964,Burundi,-1.2,0.5,0.5,0.5,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,85.9647246277142,NA,2.233,NA,NA,43.974,3.23036138810855,45.1178631560312,3033221,NA,-1.2,0.5,0.5,0.5,0.333,0
BDI,1965,Burundi,-1.2,0.5,0.5,0.5,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,50.9904202202224,NA,2.294,NA,NA,42.005,3.23485135661264,44.9997819208539,3118134,NA,-1.2,0.5,0.5,0.5,0.333,0
BDI,1966,Burundi,-1.2,0.5,0.5,0.5,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,51.8086400759858,NA,2.395,NA,NA,43.531,3.2393435353811,44.8292772059435,3193378,NA,-1.2,0.5,0.5,0.5,0.333,0
BDI,1967,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,54.4503050875793,NA,2.501,NA,NA,43.341,3.24657893603682,44.6683501842881,3274493,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1968,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,54.647465679035,NA,2.611,NA,NA,43.378,3.25373158369966,44.5984619363399,3352397,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1969,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,55.5437751186298,NA,2.726,NA,NA,42.874,3.26260231997802,44.6300828546891,3424429,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1970,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,69.3951089241432,NA,2.845,NA,NA,43.041,3.27049493050629,44.677885703283,3497834,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1971,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,70.5855233745532,NA,2.97,NA,NA,42.965,3.27514491967704,44.6519547842512,3582070,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1972,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,68.9553297399475,NA,3.101,NA,NA,25.613,3.28231673355555,45.253981028413,3579195,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1973,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,85.214643786738,NA,3.236,NA,NA,37.275,3.28846826919039,45.7802433185401,3571450,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1974,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,94.3334626755974,NA,3.377,NA,NA,43.012,3.29002587955515,45.5594650538575,3660032,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1975,Burundi,-1.2,0.667,0.333,0.333,0.5,0,nationalist,1.517933390264731,Burundi,BI,NA,112.286107305887,NA,3.525,NA,NA,42.982,3.29168747092738,45.4778071882455,3749232,NA,-1.2,0.667,0.333,0.333,0.5,0
BDI,1976,Burundi,-1.2,0.667,0.333,0.333,0.333,0,nationalist,1.517933390264731,Burundi,BI,NA,117.051878460375,NA,3.678,NA,NA,43.144,3.29295628247125,45.5293014232467,3830889,NA,-1.2,0.667,0.333,0.333,0.333,0
BDI,1977,Burundi,-1.06,0.667,0.333,0.333,0.333,0,nationalist,1.6175633361799033,Burundi,BI,NA,139.413263732793,NA,3.838,NA,NA,43.513,3.28922643521409,45.4762888078407,3927428,NA,-1.06,0.667,0.333,0.333,0.333,0
BDI,1978,Burundi,-1.06,0.667,0.333,0.333,0.333,0,nationalist,1.6175633361799033,Burundi,BI,NA,151.067991502609,NA,4.005,NA,NA,43.764,3.2778182058541,45.3535597220336,4039410,NA,-1.06,0.667,0.333,0.333,0.333,0
BDI,1979,Burundi,-1.06,0.667,0.333,0.333,0.333,0,nationalist,1.6175633361799033,Burundi,BI,NA,189.125941172438,NA,4.178,NA,NA,44.59,3.26659958810249,45.4705775580389,4137437,NA,-1.06,0.667,0.333,0.333,0.333,0
BDI,1980,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,213.253435366784,NA,4.339,NA,NA,45.406,3.23921541621873,45.0372602983027,4312834,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1981,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,215.78760277902,NA,4.503,NA,NA,46.393,3.20671844205753,44.788218253837,4490743,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1982,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,220.157009924496,NA,4.674,NA,NA,47.29,3.18341714520754,45.1903261248277,4602271,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1983,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,229.117725538647,NA,4.85,NA,NA,48.051,3.15899346779561,45.5135406062682,4726506,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1984,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,203.859829973679,NA,5.033,NA,NA,48.491,3.1346881254817,45.921043610143,4842268,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1985,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,232.41182455329,NA,5.221,NA,NA,48.541,3.10999906225192,46.3994010538348,4948024,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1986,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,238.356916699581,NA,5.417,NA,NA,48.164,3.08237956382022,46.947416900888,5041706,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1987,Burundi,0.055,0.714,0.286,0.286,0.286,0,nationalist,2.411044691147168,Burundi,BI,NA,219.371300655575,NA,5.62,NA,NA,47.516,3.04380663847166,47.2987397553806,5157769,NA,0.055,0.714,0.286,0.286,0.286,0
BDI,1988,Burundi,-1.149,0.667,0.333,0.333,0.333,0,nationalist,1.554227156276687,Burundi,BI,NA,205.31791926308,NA,5.83,NA,NA,43.04,2.99062594754639,47.6629931544767,5271840,NA,-1.149,0.667,0.333,0.333,0.333,0
BDI,1989,Burundi,-1.149,0.667,0.333,0.333,0.333,0,nationalist,1.554227156276687,Burundi,BI,NA,207.291950106508,NA,6.047,NA,NA,45.62,2.92902632954556,48.1206141693512,5373697,NA,-1.149,0.667,0.333,0.333,0.333,0
BDI,1990,Burundi,-1.149,0.667,0.333,0.333,0.333,0,nationalist,1.554227156276687,Burundi,BI,NA,206.444928267383,609.371647541677,6.271,NA,NA,44.86,2.86381133789958,48.4759409704249,5483793,NA,-1.149,0.667,0.333,0.333,0.333,0
BDI,1991,Burundi,-1.149,0.667,0.333,0.333,0.333,0,nationalist,1.554227156276687,Burundi,BI,NA,208.656723378432,648.330867116989,6.455,NA,NA,44.227,2.79553698562878,48.7526025149833,5594828,NA,-1.149,0.667,0.333,0.333,0.333,0
BDI,1992,Burundi,-1.149,0.667,0.333,0.333,0.333,0,nationalist,1.554227156276687,Burundi,BI,75.1,188.581166847581,652.512222508418,6.637,NA,33.3,43.895,2.72317926689227,48.7222024399778,5743085,NA,-1.149,0.667,0.333,0.333,0.333,0
BDI,1993,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,168.964075594911,647.477043592149,6.823,NA,NA,37.105,2.67817476175561,50.8641151925576,5555220,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1994,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,165.585934674604,632.424953909955,7.014,NA,NA,44.08,2.63929857617824,51.0402882281165,5586408,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1995,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,168.627167702793,559.836299430181,7.211,NA,NA,44.059,2.57812395969986,49.0375258963626,5932783,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1996,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,146.536182541744,524.681068398009,7.412,NA,NA,44.373,2.52188409202485,49.5760943858674,5930507,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1997,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,164.233445666936,525.83172726084,7.618,NA,NA,45.387,2.48640160759991,49.9186257208558,5923862,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1998,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,79.4,148.089553542574,546.719839805259,7.83,NA,42.3,46.552,2.4639622622752,49.3719077964125,6035340,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,1999,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,130.753023919327,535.962337056464,8.036,NA,NA,47.528,2.44615852612707,48.6721098738224,6180180,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2000,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,138.004617225366,532.425919852103,8.246,NA,NA,47.514,2.43090959491393,48.1986067890951,6307659,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2001,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,135.606475784646,542.030190166285,8.461,NA,NA,48.431,2.41883784488957,47.6546264156756,6465729,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2002,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,124.139297156796,559.112337329033,8.682,NA,NA,49.891,2.41052781662274,47.1261575908814,6648938,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2003,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,114.36700716216,545.775539314511,8.908,NA,NA,50.857,2.40406941068201,46.6067085604312,6860846,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2004,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,128.538422519456,566.091631453863,9.139,NA,NA,52.01,2.3968484779712,46.0231913619501,7120496,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2005,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,151.18853639299,567.700700411859,9.375,NA,NA,53.023,2.38753547647886,45.6149377012697,7388874,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2006,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,71.8,166.276237631689,595.205565689488,9.617,NA,33.4,53.869,2.37639065995951,45.3959059122264,7658190,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2007,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,170.70687366223,609.593595544823,9.864,NA,NA,54.727,2.36429493482342,45.2621176660728,7944609,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2008,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,194.710640063606,625.243739608448,10.118,NA,NA,55.71,2.35318235118673,45.049449095198,8278109,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2009,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,204.544750108233,620.896733786154,10.376,NA,NA,56.388,2.34240930970176,44.8277406185479,8709366,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2010,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,222.660589178565,630.358192954177,10.642,NA,NA,57.081,2.32759595010434,44.8786462831115,9126605,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2011,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,236.451353673737,646.103127483227,10.915,NA,NA,57.769,2.31037614958037,45.1696817158437,9455733,NA,-1.052,0.667,0.333,0.333,0.333,0
BDI,2012,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,238.205949387117,651.952327282116,11.194,NA,NA,58.493,2.29465552424746,45.4943602043351,9795479,81,-1.052,0.667,0.333,0.333,0.333,0
BDI,2013,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,65.1,241.54767083565,696.497000211236,11.482,NA,38.6,59.235,2.28241520398263,45.8297993192327,10149577,79,-1.052,0.667,0.333,0.333,0.333,0
BDI,2014,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,257.818551909332,728.870060256426,11.776,NA,NA,59.868,2.26543575279927,46.1653729842912,10494913,80,-1.052,0.667,0.333,0.333,0.333,0
BDI,2015,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,289.359633280865,797.05011411535,12.078,NA,NA,60.217,2.2751666018234,46.8022652991147,10727148,79,-1.052,0.667,0.333,0.333,0.333,0
BDI,2016,Burundi,-1.052,0.667,0.333,0.333,0.333,0,nationalist,1.6232564759464847,Burundi,BI,NA,242.065670543589,766.587220607525,12.388,NA,NA,60.793,2.31866372903134,47.482646925904,10903327,80,-1.052,0.667,0.333,0.333,0.333,0
BDI,2017,Burundi,-1.052,0.5,0.167,0.167,0.333,0.167,nationalist,1.6232564759464847,Burundi,BI,NA,243.135809436375,750.787616270977,12.706,NA,NA,61.553,2.36218280821109,47.7185524785639,11155593,78,-1.052,0.5,0.167,0.167,0.333,0.167
BDI,2018,Burundi,-1.052,0.5,0.167,0.167,0.333,0.167,nationalist,1.6232564759464847,Burundi,BI,NA,231.446476548394,758.137611224729,13.032,NA,NA,61.688,2.40417332533749,47.5269332223138,11493472,83,-1.052,0.5,0.167,0.167,0.333,0.167
BDI,2019,Burundi,-1.52,0.5,0,0.167,0.333,0.167,nationalist,1.2902077996014805,Burundi,BI,NA,216.972968085123,760.453398933166,13.366,NA,NA,62.351,2.44269437612538,47.1063268399956,11874838,81,-1.52,0.5,0,0.167,0.333,0.167
BDI,2020,Burundi,-1.513,0.6,0,0,0.4,0.2,nationalist,1.2951892968972392,Burundi,BI,NA,216.826741341377,750.313062148695,13.708,NA,NA,61.566,2.46672187295383,46.7202796936702,12220227,81,-1.513,0.6,0,0,0.4,0.2
BDI,2021,Burundi,-1.513,0.8,0.2,0,0.2,0.2,nationalist,1.2951892968972392,Burundi,BI,NA,221.477676223363,774.54289094215,14.058,NA,NA,NA,2.47618297928654,46.293461835123,12551213,81,-1.513,0.8,0.2,0,0.2,0.2
BDI,2022,Burundi,-1.513,0.8,0.2,0,0.2,0.2,nationalist,1.2951892968972392,Burundi,BI,NA,221.477676223363,774.54289094215,14.058,NA,NA,NA,2.47618297928654,46.293461835123,12551213,83,-1.513,0.8,0.2,0,0.2,0.2
BEL,1901,Belgium,-1.858,0.333,0.5,0.5,0.333,0.333,socialist/communist,1.0496726444634217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.858,0.333,0.5,0.5,0.333,0.333
BEL,1902,Belgium,-1.858,0.333,0.5,0.5,0.333,0.333,socialist/communist,1.0496726444634217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.858,0.333,0.5,0.5,0.333,0.333
