date,partyname,countryname,oecdmember,eumember,edate,party,partyabbrev,parfam,coderid,manual,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,dep_immigration,dep_nation,dep_law,dep_cultural,year,party_lab,scale_dep_immigration,scale_dep_nation,scale_dep_law,scale_dep_cultural,nat_scale,nat_scale_v2,nat_scale_v3
2019-04-01,Finnish Centre,Finland,10,10,2019-04-14,14810,SK,80,289,5,13.755,0,NA,31,200,1,150,2022-1,498,0.803,1.406,2.008,1.205,2019,Finnish Centre | Finland | 2019,0.028678571428571432,0.028566204108169607,0.06547754915707438,0.0482,0.1709223246938154,0.0767662041081696,2
2019-04-01,True Finns,Finland,10,10,2019-04-14,14820,PS,70,289,5,17.483,0,NA,39,200,1,150,2022-1,2607,6.406,2.148,0.997,0.422,2019,True Finns | Finland | 2019,0.2287857142857143,0.04364168308986367,0.03251051619004141,0.01688,0.3218179135656194,0.06052168308986367,2
2019-04-01,Swedish People’s Party,Finland,10,10,2019-04-14,14901,RKP/SFP,90,289,5,4.909,0,NA,10,200,1,150,2022-1,493,0,0,1.826,0.609,2019,Swedish People’s Party | Finland | 2019,0,0,0.05954283105618417,0.02436,0.08390283105618418,0.02436,1
1946-06-01,United Socialist Party,Iceland,0,0,1946-06-30,15220,So,20,212,1,19.501,0,NA,10,52,1,10,NA,128,0,0,0,0,1946,United Socialist Party | Iceland | 1946,0,0,0,0,0,0,0
1946-06-01,Social Democratic Party,Iceland,0,0,1946-06-30,15320,A,30,212,1,17.805,0,NA,9,52,1,10,NA,198,0,0,0,0,1946,Social Democratic Party | Iceland | 1946,0,0,0,0,0,0,0
1946-06-01,Independence Party,Iceland,0,0,1946-06-30,15620,Sj,60,212,1,39.496,0,NA,20,52,1,10,NA,173,0,0,0,0,1946,Independence Party | Iceland | 1946,0,0,0,0,0,0,0
1946-06-01,Progressive Party,Iceland,0,0,1946-06-30,15810,F,80,212,1,23.058,0,NA,13,52,1,10,NA,52,0,0,0,0,1946,Progressive Party | Iceland | 1946,0,0,0,0,0,0,0
1949-10-01,United Socialist Party,Iceland,0,0,1949-10-23,15220,So,20,212,1,19.492,0,NA,9,52,1,10,NA,170,0,0,0,0,1949,United Socialist Party | Iceland | 1949,0,0,0,0,0,0,0
1949-10-01,Social Democratic Party,Iceland,0,0,1949-10-23,15320,A,30,212,1,16.529,0,NA,7,52,1,10,NA,113,0,0,0,0,1949,Social Democratic Party | Iceland | 1949,0,0,0,0,0,0,0
1949-10-01,Independence Party,Iceland,0,0,1949-10-23,15620,Sj,60,212,1,39.527,0,NA,19,52,1,10,NA,68,0,0,0,0,1949,Independence Party | Iceland | 1949,0,0,0,0,0,0,0
1949-10-01,Progressive Party,Iceland,0,0,1949-10-23,15810,F,80,212,1,24.452,0,NA,17,52,1,10,NA,130,0,0,0,0,1949,Progressive Party | Iceland | 1949,0,0,0,0,0,0,0
1953-06-01,United Socialist Party,Iceland,0,0,1953-06-28,15220,So,20,212,1,16.047,0,NA,7,52,1,10,NA,369,0,0,0,0,1953,United Socialist Party | Iceland | 1953,0,0,0,0,0,0,0
1953-06-01,Social Democratic Party,Iceland,0,0,1953-06-28,15320,A,30,212,1,15.622,0,NA,6,52,1,10,NA,76,0,0,0,0,1953,Social Democratic Party | Iceland | 1953,0,0,0,0,0,0,0
1953-06-01,Independence Party,Iceland,0,0,1953-06-28,15620,Sj,60,212,1,37.124,0,NA,21,52,1,10,NA,39,0,0,0,0,1953,Independence Party | Iceland | 1953,0,0,0,0,0,0,0
1953-06-01,National Preservation Party,Iceland,0,0,1953-06-28,15710,Tf,70,212,1,6.029,0,NA,2,52,1,10,NA,170,0,0,0,0,1953,National Preservation Party | Iceland | 1953,0,0,0,0,0,0,0
1953-06-01,Progressive Party,Iceland,0,0,1953-06-28,15810,F,80,212,1,21.908,0,NA,16,52,1,10,NA,63,0,0,0,0,1953,Progressive Party | Iceland | 1953,0,0,0,0,0,0,0
1956-06-01,People’s Alliance,Iceland,0,0,1956-06-24,15220,Ab,20,212,1,19.182,0,NA,8,52,1,10,NA,98,0,0,0,0,1956,People’s Alliance | Iceland | 1956,0,0,0,0,0,0,0
1956-06-01,Social Democratic Party,Iceland,0,0,1956-06-24,15320,A,30,212,1,18.328,0,NA,8,52,2,10,NA,95,0,0,0,0,1956,Social Democratic Party | Iceland | 1956,0,0,0,0,0,0,0
1956-06-01,Independence Party,Iceland,0,0,1956-06-24,15620,Sj,60,212,1,42.366,0,NA,19,52,1,10,NA,21,0,0,0,0,1956,Independence Party | Iceland | 1956,0,0,0,0,0,0,0
1956-06-01,Progressive Party,Iceland,0,0,1956-06-24,15810,F,80,212,1,15.633,0,NA,17,52,2,10,NA,95,0,0,0,0,1956,Progressive Party | Iceland | 1956,0,0,0,0,0,0,0
1959-06-01,People’s Alliance,Iceland,0,0,1959-06-28,15220,Ab,20,998,998,15.25,0,NA,7,52,3,10,NA,110.5,0,0,0,0,1959,People’s Alliance | Iceland | 1959,0,0,0,0,0,0,0
1959-06-01,Social Democratic Party,Iceland,0,0,1959-06-28,15320,A,30,212,1,12.54,0,NA,6,52,1,10,NA,78,0,0,0,0,1959,Social Democratic Party | Iceland | 1959,0,0,0,0,0,0,0
1959-06-01,Independence Party,Iceland,0,0,1959-06-28,15620,Sj,60,212,1,42.49,0,NA,20,52,1,10,NA,30,0,0,0,0,1959,Independence Party | Iceland | 1959,0,0,0,0,0,0,0
1959-06-01,Progressive Party,Iceland,0,0,1959-06-28,15810,F,80,998,998,27.2,0,NA,19,52,3,10,NA,81,0,0,0,0,1959,Progressive Party | Iceland | 1959,0,0,0,0,0,0,0
1959-10-01,People’s Alliance,Iceland,0,0,1959-10-25,15220,Ab,20,212,1,16.007,0,NA,10,60,1,10,NA,123,0,0,0,0,1959,People’s Alliance | Iceland | 1959,0,0,0,0,0,0,0
1959-10-01,Social Democratic Party,Iceland,0,0,1959-10-25,15320,A,30,212,1,15.17,0,NA,9,60,1,10,NA,42,0,0,0,0,1959,Social Democratic Party | Iceland | 1959,0,0,0,0,0,0,0
1959-10-01,Independence Party,Iceland,0,0,1959-10-25,15620,Sj,60,212,1,39.72,0,NA,24,60,1,10,NA,79,0,0,0,0,1959,Independence Party | Iceland | 1959,0,0,0,0,0,0,0
1959-10-01,Progressive Party,Iceland,0,0,1959-10-25,15810,F,80,212,1,25.715,0,NA,17,60,1,10,NA,81,0,0,0,0,1959,Progressive Party | Iceland | 1959,0,0,0,0,0,0,0
1963-06-01,People’s Alliance,Iceland,10,0,1963-06-09,15220,Ab,20,212,1,15.975,0,NA,9,60,1,10,NA,122,0,0,0,0,1963,People’s Alliance | Iceland | 1963,0,0,0,0,0,0,0
1963-06-01,Social Democratic Party,Iceland,10,0,1963-06-09,15320,A,30,212,1,14.21,0,NA,8,60,1,10,NA,161,0,0,0,0,1963,Social Democratic Party | Iceland | 1963,0,0,0,0,0,0,0
1963-06-01,Independence Party,Iceland,10,0,1963-06-09,15620,Sj,60,212,1,41.433,0,NA,24,60,1,10,NA,78,0,0,0,0,1963,Independence Party | Iceland | 1963,0,0,0,0,0,0,0
1963-06-01,Progressive Party,Iceland,10,0,1963-06-09,15810,F,80,212,1,28.222,0,NA,19,60,1,10,NA,96,0,0,0,0,1963,Progressive Party | Iceland | 1963,0,0,0,0,0,0,0
1967-06-01,People’s Alliance,Iceland,10,0,1967-06-11,15220,Ab,20,212,1,13.948,0,NA,9,60,1,10,NA,277,0,0,0,0,1967,People’s Alliance | Iceland | 1967,0,0,0,0,0,0,0
1967-06-01,Social Democratic Party,Iceland,10,0,1967-06-11,15320,A,30,212,1,15.672,0,NA,9,60,1,10,NA,177,0,0,0,0,1967,Social Democratic Party | Iceland | 1967,0,0,0,0,0,0,0
1967-06-01,Union of Liberals and Leftists,Iceland,10,0,1967-06-11,15322,SFVM,30,998,998,3.663,0,NA,1,60,3,10,NA,9,0,0,0,0,1967,Union of Liberals and Leftists | Iceland | 1967,0,0,0,0,0,0,0
1967-06-01,Independence Party,Iceland,10,0,1967-06-11,15620,Sj,60,212,1,37.502,0,NA,23,60,1,10,NA,81,0,0,0,0,1967,Independence Party | Iceland | 1967,0,0,0,0,0,0,0
1967-06-01,Progressive Party,Iceland,10,0,1967-06-11,15810,F,80,212,1,28.129,0,NA,18,60,1,10,NA,68,0,0,0,0,1967,Progressive Party | Iceland | 1967,0,0,0,0,0,0,0
1971-06-01,People’s Alliance,Iceland,10,0,1971-06-13,15220,Ab,20,212,1,17.131,0,NA,10,60,1,10,NA,81,0,0,0,0,1971,People’s Alliance | Iceland | 1971,0,0,0,0,0,0,0
1971-06-01,Social Democratic Party,Iceland,10,0,1971-06-13,15320,A,30,212,1,10.456,0,NA,6,60,1,10,NA,33,0,0,0,0,1971,Social Democratic Party | Iceland | 1971,0,0,0,0,0,0,0
1971-06-01,Union of Liberals and Leftists,Iceland,10,0,1971-06-13,15322,SFVM,30,212,1,8.914,0,NA,5,60,1,10,NA,9,0,0,0,0,1971,Union of Liberals and Leftists | Iceland | 1971,0,0,0,0,0,0,0
1971-06-01,Independence Party,Iceland,10,0,1971-06-13,15620,Sj,60,212,1,36.216,0,NA,22,60,1,10,NA,79,0,0,0,0,1971,Independence Party | Iceland | 1971,0,0,0,0,0,0,0
1971-06-01,Progressive Party,Iceland,10,0,1971-06-13,15810,F,80,212,1,25.281,0,NA,17,60,1,10,NA,55,0,0,0,0,1971,Progressive Party | Iceland | 1971,0,0,0,0,0,0,0
1974-06-01,People’s Alliance,Iceland,10,0,1974-06-30,15220,Ab,20,998,998,18.337,0,NA,11,60,3,10,NA,168.5,0,0,0,0,1974,People’s Alliance | Iceland | 1974,0,0,0,0,0,0,0
1974-06-01,Social Democratic Party,Iceland,10,0,1974-06-30,15320,A,30,212,1,9.066,0,NA,5,60,1,10,NA,35,0,0,0,0,1974,Social Democratic Party | Iceland | 1974,0,0,0,0,0,0,0
1974-06-01,Union of Liberals and Leftists,Iceland,10,0,1974-06-30,15322,SFVM,30,998,998,4.597,0,NA,2,60,3,10,NA,9,0,0,0,0,1974,Union of Liberals and Leftists | Iceland | 1974,0,0,0,0,0,0,0
1974-06-01,Independence Party,Iceland,10,0,1974-06-30,15620,Sj,60,212,1,42.735,0,NA,25,60,1,10,NA,107,0,0,0,0,1974,Independence Party | Iceland | 1974,0,0,0,0,0,0,0
1974-06-01,Progressive Party,Iceland,10,0,1974-06-30,15810,F,80,212,1,24.872,0,NA,17,60,1,10,NA,84,0,0,0,0,1974,Progressive Party | Iceland | 1974,0,0,0,0,0,0,0
1978-06-01,People’s Alliance,Iceland,10,0,1978-06-25,15220,Ab,20,212,1,22.873,0,NA,14,60,1,10,NA,256,0,0,0,0,1978,People’s Alliance | Iceland | 1978,0,0,0,0,0,0,0
1978-06-01,Social Democratic Party,Iceland,10,0,1978-06-25,15320,A,30,212,1,22.022,0,NA,14,60,1,10,NA,37,0,0,0,0,1978,Social Democratic Party | Iceland | 1978,0,0,0,0,0,0,0
1978-06-01,Independence Party,Iceland,10,0,1978-06-25,15620,Sj,60,212,1,32.717,0,NA,20,60,1,10,NA,100,0,0,0,0,1978,Independence Party | Iceland | 1978,0,0,0,0,0,0,0
1978-06-01,Progressive Party,Iceland,10,0,1978-06-25,15810,F,80,212,1,16.902,0,NA,12,60,1,10,NA,72,0,0,0,0,1978,Progressive Party | Iceland | 1978,0,0,0,0,0,0,0
1979-12-01,People’s Alliance,Iceland,10,0,1979-12-02,15220,Ab,20,998,998,19.718,0,NA,11,60,3,10,NA,147,0,0,0,0,1979,People’s Alliance | Iceland | 1979,0,0,0,0,0,0,0
1979-12-01,Social Democratic Party,Iceland,10,0,1979-12-02,15320,A,30,212,1,17.438,0,NA,10,60,1,10,NA,175,0,0,0,0,1979,Social Democratic Party | Iceland | 1979,0,0,0,0,0,0,0
1979-12-01,Independence Party,Iceland,10,0,1979-12-02,15620,Sj,60,212,1,35.424,0,NA,21,60,1,10,NA,106,0,0,0,0,1979,Independence Party | Iceland | 1979,0,0,0,0,0,0,0
1979-12-01,Progressive Party,Iceland,10,0,1979-12-02,15810,F,80,998,998,24.938,0,NA,17,60,3,10,NA,114.5,0,0,0,0,1979,Progressive Party | Iceland | 1979,0,0,0,0,0,0,0
1983-04-01,People’s Alliance,Iceland,10,0,1983-04-23,15220,Ab,20,212,1,17.244,0,NA,10,60,1,10,NA,38,0,0,0,0,1983,People’s Alliance | Iceland | 1983,0,0,0,0,0,0,0
1983-04-01,Social Democratic Party,Iceland,10,0,1983-04-23,15320,A,30,212,1,11.665,0,NA,6,60,1,10,NA,64,0,0,0,0,1983,Social Democratic Party | Iceland | 1983,0,0,0,0,0,0,0
1983-04-01,Social Democratic Federation,Iceland,10,0,1983-04-23,15321,BJ,30,212,1,7.552,0,NA,4,60,1,10,NA,246,0,0,0,0,1983,Social Democratic Federation | Iceland | 1983,0,0,0,0,0,0,0
1983-04-01,Independence Party,Iceland,10,0,1983-04-23,15620,Sj,60,212,1,38.53,0,NA,23,60,1,10,NA,134,0,0,0,0,1983,Independence Party | Iceland | 1983,0,0,0,0,0,0,0
1983-04-01,Progressive Party,Iceland,10,0,1983-04-23,15810,F,80,212,1,18.475,0,NA,14,60,1,10,NA,157,0,0,0,0,1983,Progressive Party | Iceland | 1983,0,0,0,0,0,0,0
1983-04-01,Women’s Alliance,Iceland,10,0,1983-04-23,15951,Kv,95,212,1,5.463,0,NA,3,60,1,10,NA,161,0,0,0,0,1983,Women’s Alliance | Iceland | 1983,0,0,0,0,0,0,0
1987-04-01,People’s Alliance,Iceland,10,0,1987-04-25,15220,Ab,20,212,1,13.349,0,NA,8,63,1,10,NA,171,0,0,0,0,1987,People’s Alliance | Iceland | 1987,0,0,0,0,0,0,0
1987-04-01,Social Democratic Party,Iceland,10,0,1987-04-25,15320,A,30,212,1,15.234,0,NA,10,63,1,10,NA,278,0,0,0,0,1987,Social Democratic Party | Iceland | 1987,0,0,0,0,0,0,0
1987-04-01,Independence Party,Iceland,10,0,1987-04-25,15620,Sj,60,212,1,27.167,0,NA,18,63,1,10,NA,129,0,0,0,0,1987,Independence Party | Iceland | 1987,0,0,0,0,0,0,0
1987-04-01,Citizens’ Party,Iceland,10,0,1987-04-25,15621,Bf,60,212,1,10.862,0,NA,7,63,1,10,NA,114,0,0,0,0,1987,Citizens’ Party | Iceland | 1987,0,0,0,0,0,0,0
1987-04-01,Progressive Party,Iceland,10,0,1987-04-25,15810,F,80,212,1,18.925,0,NA,13,63,1,10,NA,116,0,0,0,0,1987,Progressive Party | Iceland | 1987,0,0,0,0,0,0,0
1987-04-01,Women’s Alliance,Iceland,10,0,1987-04-25,15951,Kv,95,212,1,10.13,0,NA,6,63,1,10,NA,558,0,0,0,0,1987,Women’s Alliance | Iceland | 1987,0,0,0,0,0,0,0
1991-04-01,People’s Alliance,Iceland,10,0,1991-04-20,15220,Ab,20,213,1,14.392,0,NA,9,63,1,10,NA,533,0,0,0,0,1991,People’s Alliance | Iceland | 1991,0,0,0,0,0,0,0
1991-04-01,Social Democratic Party,Iceland,10,0,1991-04-20,15320,A,30,213,1,15.503,0,NA,10,63,1,10,NA,701,0,0,0,0,1991,Social Democratic Party | Iceland | 1991,0,0,0,0,0,0,0
1991-04-01,Independence Party,Iceland,10,0,1991-04-20,15620,Sj,60,213,1,38.56,0,NA,26,63,1,10,NA,151,0,0,0,0,1991,Independence Party | Iceland | 1991,0,0,0,0,0,0,0
1991-04-01,Progressive Party,Iceland,10,0,1991-04-20,15810,F,80,213,1,18.93,0,NA,13,63,1,10,NA,45,0,0,0,0,1991,Progressive Party | Iceland | 1991,0,0,0,0,0,0,0
1991-04-01,Women’s Alliance,Iceland,10,0,1991-04-20,15951,Kv,95,213,1,8.284,0,NA,5,63,1,10,NA,959,0,0,0,0,1991,Women’s Alliance | Iceland | 1991,0,0,0,0,0,0,0
1995-04-01,People’s Alliance,Iceland,10,0,1995-04-08,15220,Ab,20,213,1,14.297,0,NA,9,63,1,10,NA,130,0,0,0,0,1995,People’s Alliance | Iceland | 1995,0,0,0,0,0,0,0
1995-04-01,Social Democratic Party,Iceland,10,0,1995-04-08,15320,A,30,213,1,11.419,0,NA,7,63,1,10,NA,112,0,0,0,0,1995,Social Democratic Party | Iceland | 1995,0,0,0,0,0,0,0
1995-04-01,Awakening of the Nation,Iceland,10,0,1995-04-08,15323,TfFf,30,213,1,7.15,0,NA,4,63,1,10,NA,666,0,0,0,0,1995,Awakening of the Nation | Iceland | 1995,0,0,0,0,0,0,0
1995-04-01,Independence Party,Iceland,10,0,1995-04-08,15620,Sj,60,213,1,37.071,0,NA,25,63,1,10,NA,282,0,0,0,0,1995,Independence Party | Iceland | 1995,0,0,0,0,0,0,0
1995-04-01,Progressive Party,Iceland,10,0,1995-04-08,15810,F,80,213,1,23.318,0,NA,15,63,1,10,NA,147,0,0,0,0,1995,Progressive Party | Iceland | 1995,0,0,0,0,0,0,0
1995-04-01,Women’s Alliance,Iceland,10,0,1995-04-08,15951,Kv,95,213,1,4.866,0,NA,3,63,1,10,NA,1456,0,0,0,0,1995,Women’s Alliance | Iceland | 1995,0,0,0,0,0,0,0
1999-05-01,Left Green Movement,Iceland,10,0,1999-05-08,15111,VGF,10,213,1,9.12,0,NA,6,63,1,20,NA,80,0,0,0,0,1999,Left Green Movement | Iceland | 1999,0,0,0,0,0,0,0
1999-05-01,The Alliance,Iceland,10,0,1999-05-08,15328,S,30,213,1,26.778,0,NA,17,63,8,20,NA,129,0,0,0,0,1999,The Alliance | Iceland | 1999,0,0,0,0,0,0,0
1999-05-01,Liberal Party,Iceland,10,0,1999-05-08,15420,FF,40,213,1,4.175,0,NA,2,63,1,20,NA,109,0,0,0,0,1999,Liberal Party | Iceland | 1999,0,0,0,0,0,0,0
1999-05-01,Independence Party,Iceland,10,0,1999-05-08,15620,Sj,60,213,1,40.737,0,NA,26,63,1,20,NA,88,0,0,0,0,1999,Independence Party | Iceland | 1999,0,0,0,0,0,0,0
1999-05-01,Progressive Party,Iceland,10,0,1999-05-08,15810,F,80,213,1,18.352,0,NA,12,63,1,20,NA,215,0,0,0,0,1999,Progressive Party | Iceland | 1999,0,0,0,0,0,0,0
2003-05-01,Left Green Movement,Iceland,10,0,2003-05-10,15111,VGF,10,294,3,8.805,0,NA,5,63,1,60,2022-1,207,0,0,0,0,2003,Left Green Movement | Iceland | 2003,0,0,0,0,0,0,0
2003-05-01,The Alliance,Iceland,10,0,2003-05-10,15328,S,30,294,3,30.955,0,NA,20,63,1,60,2022-1,211,0,0,0,0,2003,The Alliance | Iceland | 2003,0,0,0,0,0,0,0
2003-05-01,Liberal Party,Iceland,10,0,2003-05-10,15420,FF,40,294,3,7.383,0,NA,4,63,1,60,2022-1,45,0,0,0,0,2003,Liberal Party | Iceland | 2003,0,0,0,0,0,0,0
2003-05-01,Independence Party,Iceland,10,0,2003-05-10,15620,Sj,60,294,3,33.685,0,NA,22,63,1,60,2022-1,158,0,0,0,0,2003,Independence Party | Iceland | 2003,0,0,0,0,0,0,0
2003-05-01,Progressive Party,Iceland,10,0,2003-05-10,15810,F,80,294,3,17.734,0,NA,12,63,1,60,NA,199,0,0,0,0.503,2003,Progressive Party | Iceland | 2003,0,0,0,0.02012,0.02012,0.02012,1
2007-05-01,Left Green Movement,Iceland,10,0,2007-05-12,15111,VGF,10,294,3,14.347,0,NA,9,63,1,60,2022-1,69,0,0,0,0,2007,Left Green Movement | Iceland | 2007,0,0,0,0,0,0,0
2007-05-01,The Alliance,Iceland,10,0,2007-05-12,15328,S,30,294,3,26.757,0,NA,18,63,1,60,2022-1,70,0,0,0,0,2007,The Alliance | Iceland | 2007,0,0,0,0,0,0,0
2007-05-01,Liberal Party,Iceland,10,0,2007-05-12,15420,FF,40,294,3,7.264,0,NA,4,63,1,60,2022-1,162,0,0,0,3.704,2007,Liberal Party | Iceland | 2007,0,0,0,0.14816000000000001,0.14816000000000001,0.14816000000000001,1
2007-05-01,Independence Party,Iceland,10,0,2007-05-12,15620,Sj,60,294,3,36.644,0,NA,25,63,1,60,2022-1,158,0,0,0,0,2007,Independence Party | Iceland | 2007,0,0,0,0,0,0,0
2007-05-01,Progressive Party,Iceland,10,0,2007-05-12,15810,F,80,294,3,11.72,0,NA,7,63,1,60,NA,232,0,0,0,0.431,2007,Progressive Party | Iceland | 2007,0,0,0,0.01724,0.01724,0.01724,1
2009-04-01,Left Green Movement,Iceland,10,0,2009-04-25,15111,VGF,10,294,3,21.68,0,NA,14,63,1,60,2022-1,72,0,0,0,0,2009,Left Green Movement | Iceland | 2009,0,0,0,0,0,0,0
2009-04-01,The Alliance,Iceland,10,0,2009-04-25,15328,S,30,294,3,29.788,0,NA,20,63,1,60,2022-1,130,0,0,0,0,2009,The Alliance | Iceland | 2009,0,0,0,0,0,0,0
2009-04-01,Citizens' Movement,Iceland,10,0,2009-04-25,15430,B,95,294,3,7.222,0,NA,4,63,1,60,2022-1,62,0,0,0,0,2009,Citizens' Movement | Iceland | 2009,0,0,0,0,0,0,0
2009-04-01,Independence Party,Iceland,10,0,2009-04-25,15620,Sj,60,294,3,23.705,0,NA,16,63,1,60,2022-1,81,0,0,0,0,2009,Independence Party | Iceland | 2009,0,0,0,0,0,0,0
2009-04-01,Progressive Party,Iceland,10,0,2009-04-25,15810,F,80,294,3,14.798,0,NA,9,63,1,60,2022-1,76,0,0,0,0,2009,Progressive Party | Iceland | 2009,0,0,0,0,0,0,0
2013-04-01,Left Green Movement,Iceland,10,20,2013-04-27,15111,VGF,10,294,4,10.871,0,NA,7,63,1,80,2022-1,107,0,0,0,0,2013,Left Green Movement | Iceland | 2013,0,0,0,0,0,0,0
2013-04-01,The Alliance - Social Democratic Party of Iceland,Iceland,10,20,2013-04-27,15328,S,30,294,4,12.854,0,NA,9,63,1,80,2022-1,118,0,0,0,0,2013,The Alliance - Social Democratic Party of Iceland | Iceland | 2013,0,0,0,0,0,0,0
2013-04-01,Bright Future,Iceland,10,20,2013-04-27,15440,Bf,40,294,4,8.245000000000001,0,NA,6,63,1,80,2022-1,196,0,0,0,0,2013,Bright Future | Iceland | 2013,0,0,0,0,0,0,0
2013-04-01,Independence Party,Iceland,10,20,2013-04-27,15620,Sj,60,294,4,26.697,0,NA,19,63,1,80,2022-1,119,0,0,0,0,2013,Independence Party | Iceland | 2013,0,0,0,0,0,0,0
2013-04-01,Progressive Party,Iceland,10,20,2013-04-27,15810,F,80,294,4,24.431,0,NA,19,63,1,80,2022-1,117,0,0,0,0,2013,Progressive Party | Iceland | 2013,0,0,0,0,0,0,0
2013-04-01,Pirate Party,Iceland,10,20,2013-04-27,15952,Þ,95,294,4,5.105,0,NA,3,63,1,80,2022-1,140,0,0,0,0,2013,Pirate Party | Iceland | 2013,0,0,0,0,0,0,0
2016-10-01,Left Green Movement,Iceland,10,0,2016-10-29,15111,VGF,10,344,5,15.907,0,NA,10,63,1,140,2022-1,372,0,0.538,1.344,0,2016,Left Green Movement | Iceland | 2016,0,0.010930738129584104,0.043825610591189224,0,0.054756348720773326,0.010930738129584104,1
2016-10-01,The Alliance - Social Democratic Party of Iceland,Iceland,10,0,2016-10-29,15328,S,30,344,5,5.744,0,NA,3,63,9,140,2022-1,820,0,0,2.195,0.122,2016,The Alliance - Social Democratic Party of Iceland | Iceland | 2016,0,0,0.071575308964033,0.00488,0.07645530896403299,0.00488,1
2016-10-01,Bright Future,Iceland,10,0,2016-10-29,15440,Bf,40,344,5,7.16,0,NA,4,63,9,140,2022-1,171,0.585,0,0.585,0.585,2016,Bright Future | Iceland | 2016,0.02089285714285714,0,0.01907587961000424,0.023399999999999997,0.06336873675286137,0.023399999999999997,1
2016-10-01,Reform Party,Iceland,10,0,2016-10-29,15450,NA,40,344,5,10.477,0,NA,7,63,1,140,2022-1,463,0,0.432,2.808,0.432,2016,Reform Party | Iceland | 2016,0,0.008777098275056381,0.09156422212802033,0.01728,0.11762132040307671,0.02605709827505638,2
2016-10-01,Independence Party,Iceland,10,0,2016-10-29,15620,Sj,60,344,5,28.997,0,NA,21,63,1,140,2022-1,414,0,0.483,1.449,0.242,2016,Independence Party | Iceland | 2016,0,0.00981328348808387,0.047249486418625884,0.00968,0.06674276990670976,0.01949328348808387,2
2016-10-01,Progressive Party,Iceland,10,0,2016-10-29,15810,F,80,344,5,11.491,0,NA,8,63,9,140,2022-1,80,0,0,0,0,2016,Progressive Party | Iceland | 2016,0,0,0,0,0,0,0
2016-10-01,Pirate Party,Iceland,10,0,2016-10-29,15952,Þ,95,344,5,14.483,0,NA,10,63,9,140,2022-1,278,0,0,0.36,0,2016,Pirate Party | Iceland | 2016,0,0,0.011739002836925685,0,0.011739002836925685,0,0
2017-10-01,Left Green Movement,Iceland,10,0,2017-10-28,15111,VGF,10,344,5,16.894,0,NA,11,63,9,141,2022-1,269,0,1.487,2.974,0,2017,Left Green Movement | Iceland | 2017,0,0.030211910034742682,0.09697720676949163,0,0.1271891168042343,0.030211910034742682,1
2017-10-01,The Alliance - Social Democratic Party of Iceland,Iceland,10,0,2017-10-28,15328,S,30,344,5,12.052,0,NA,7,63,9,141,2022-1,53,0,0,0,0,2017,The Alliance - Social Democratic Party of Iceland | Iceland | 2017,0,0,0,0,0,0,0
2017-10-01,Bright Future,Iceland,10,0,2017-10-28,15440,Bf,40,344,5,1.22,0,NA,0,63,9,141,2022-1,374,0,0,0,0.535,2017,Bright Future | Iceland | 2017,0,0,0,0.021400000000000002,0.021400000000000002,0.021400000000000002,1
2017-10-01,Reform Party,Iceland,10,0,2017-10-28,15450,NA,40,344,5,6.686,0,NA,4,63,1,141,2022-1,463,0,0.432,2.808,0.432,2017,Reform Party | Iceland | 2017,0,0.008777098275056381,0.09156422212802033,0.01728,0.11762132040307671,0.02605709827505638,2
2017-10-01,Independence Party,Iceland,10,0,2017-10-28,15620,Sj,60,344,5,25.246,0,NA,16,63,1,141,2022-1,478,0,0,1.464,0.209,2017,Independence Party | Iceland | 2017,0,0,0.047738611536831115,0.00836,0.056098611536831114,0.00836,1
2017-10-01,Centre Party,Iceland,10,0,2017-10-28,15630,NA,60,998,998,10.872,0,NA,7,63,99,141,NA,NA,0,0,0,0,2017,Centre Party | Iceland | 2017,0,0,0,0,0,0,0
2017-10-01,Progressive Party,Iceland,10,0,2017-10-28,15810,F,80,344,5,10.709,0,NA,8,63,9,141,2022-1,60,0,0,0,0,2017,Progressive Party | Iceland | 2017,0,0,0,0,0,0,0
2017-10-01,Pirate Party,Iceland,10,0,2017-10-28,15952,Þ,95,344,5,9.199,0,NA,6,63,9,141,2022-1,249,0,0,0.803,0,2017,Pirate Party | Iceland | 2017,0,0,0.026184497994587014,0,0.026184497994587014,0,0
2017-10-01,People’s Party,Iceland,10,0,2017-10-28,15953,NA,95,344,5,6.88,0,NA,4,63,9,141,2022-1,75,0,0,1.333,0,2017,People’s Party | Iceland | 2017,0,0,0.043466918837838715,0,0.043466918837838715,0,0
1946-02-01,Belgian Socialist Party,Belgium,0,0,1946-02-17,21320,BSP/PSB,30,104,0,32.85,1,NA,69,202,1,10,NA,119,0,0,0,1.7,1946,Belgian Socialist Party | Belgium | 1946,0,0,0,0.068,0.068,0.068,1
1946-02-01,Liberal Party,Belgium,0,0,1946-02-17,21420,LP/PL,40,104,0,9.24,1,NA,17,202,1,10,NA,52,0,0,0,3.8,1946,Liberal Party | Belgium | 1946,0,0,0,0.152,0.152,0.152,1
1946-02-01,Francophone Christian Social Party and Flemish Christian People’s Party,Belgium,0,0,1946-02-17,21520,PSC/CVP,50,104,0,42.538,0,NA,92,202,1,10,NA,210,0,0,0,0,1946,Francophone Christian Social Party and Flemish Christian People’s Party | Belgium | 1946,0,0,0,0,0,0,0
